name,symbol
ITI Limited,ITI
IL&FS Investment Managers Limited,IVC
IVP Limited,IVP
IVRCL Limited,IVRCLINFRA
IZMO Limited,IZMO
The Jammu & Kashmir Bank Limited,J&KBANK
Jagran Prakashan Limited,JAGRAN
Jagsonpal Pharmaceuticals Limited,JAGSNPHARM
Jai Balaji Industries Limited,JAIBALAJI
Jai Corp Limited,JAICORPLTD
Jaihind Projects Limited,JAIHINDPRO
Jain Studios Limited,JAINSTUDIO
Jamna Auto Industries Limited,JAMNAAUTO
Jash Engineering Limited,JASH
Jayant Agro Organics Limited,JAYAGROGN
Jay Bharat Maruti Limited,JAYBARMARU
Jayaswal Neco Industries Limited,JAYNECOIND
Jayshree Tea & Industries Limited,JAYSREETEA
JB Chemicals & Pharmaceuticals Limited,JBCHEPHARM
JBF Industries Limited,JBFIND
JBM Auto Limited,JBMA
Johnson Controls – Hitachi Air Conditioning India Limited,JCHAC
Jet Airways (India) Limited,JETAIRWAYS
JHS Svendgaard Laboratories Limited,JHS
JIK Industries Limited,JIKIND
Jindal Photo Limited,JINDALPHOT
Jindal Poly Films Limited,JINDALPOLY
Jindal Saw Limited,JINDALSAW
Jindal Steel & Power Limited,JINDALSTEL
Jindal Cotex Limited,JINDCOT
Jindal Drilling And Industries Limited,JINDRILL
Jindal Worldwide Limited,JINDWORLD
Jain Irrigation Systems Limited,JISLDVREQS
Jain Irrigation Systems Limited,JISLJALEQS
JITF Infralogistics Limited,JITFINFRA
Jiya Eco-Products Limited,JIYAECO
JK Cement Limited,JKCEMENT
J.Kumar Infraprojects Limited,JKIL
JK Lakshmi Cement Limited,JKLAKSHMI
JK Paper Limited,JKPAPER
JK Tyre & Industries Limited,JKTYRE
Jullundur Motor Agency (Delhi) Limited,JMA
JMC Projects (India)  Limited,JMCPROJECT
JM Financial Limited,JMFINANCIL
JMT Auto Limited,JMTAUTOLTD
Jocil Limited,JOCIL
Jaiprakash Associates Limited,JPASSOCIAT
Jaypee Infratech Limited,JPINFRATEC
Jindal Poly Investment and Finance Company Limited,JPOLYINVST
Jaiprakash Power Ventures Limited,JPPOWER
Jindal Stainless Limited,JSL
Jindal Stainless (Hisar) Limited,JSLHISAR
JSW Energy Limited,JSWENERGY
JSW Holdings Limited,JSWHL
JSW Steel Limited,JSWSTEEL
Jtekt India Limited,JTEKTINDIA
Jubilant Life Sciences Limited,JUBILANT
Jubilant Foodworks Limited,JUBLFOOD
Jubilant Industries Limited,JUBLINDS
Jump Networks Limited,JUMPNET
Just Dial Limited,JUSTDIAL
JVL Agro Industries Limited,JVLAGRO
Jyothy Labs Limited,JYOTHYLAB
Kabra Extrusion Technik Limited,KABRAEXTRU
Kajaria Ceramics Limited,KAJARIACER
Kakatiya Cement Sugar & Industries Limited,KAKATCEM
Kalpataru Power Transmission Limited,KALPATPOWR
Kalyani Commercials Limited,KALYANI
Kalyani Forge Limited,KALYANIFRG
Kamat Hotels (I) Limited,KAMATHOTEL
Kamdhenu Limited,KAMDHENU
Kanani Industries Limited,KANANIIND
Kanoria Chemicals & Industries Limited,KANORICHEM
Kansai Nerolac Paints Limited,KANSAINER
Karda Constructions Limited,KARDA
Karma Energy Limited,KARMAENG
Karur Vysya Bank Limited,KARURVYSYA
Kaushalya Infrastructure Development Corporation Limited,KAUSHALYA
Kavveri Telecom Products Limited,KAVVERITEL
Kaya Limited,KAYA
KCP Limited,KCP
KCP Sugar and Industries Corporation Limited,KCPSUGIND
KDDL Limited,KDDL
KEC International Limited,KEC
Kirloskar Electric Company Limited,KECL
KEI Industries Limited,KEI
Kellton Tech Solutions Limited,KELLTONTEC
Kennametal India Limited,KENNAMET
Kernex Microsystems (India) Limited,KERNEX
Kesar Enterprises Limited,KESARENT
Kesoram Industries Limited,KESORAMIND
Keynote Financial Services Limited,KEYFINSERV
Karuturi Global Limited,KGL
Khadim India Limited,KHADIM
Khaitan (India) Limited,KHAITANLTD
Khandwala Securities Limited,KHANDSE
Kalyani Investment Company Limited,KICL
Kilitch Drugs (India) Limited,KILITCH
Kingfa Science & Technology (India) Limited,KINGFA
KIOCL Limited,KIOCL
Kiri Industries Limited,KIRIINDUS
Kirloskar Brothers Limited,KIRLOSBROS
Kirloskar Oil Engines Limited,KIRLOSENG
Kirloskar Industries Limited,KIRLOSIND
Kitex Garments Limited,KITEX
Kewal Kiran Clothing Limited,KKCL
K.M.Sugar Mills Limited,KMSUGAR
KNR Constructions Limited,KNRCON
Kohinoor Foods Limited,KOHINOOR
Kokuyo Camlin Limited,KOKUYOCMLN
Kolte – Patil Developers Limited,KOLTEPATIL
Kopran Limited,KOPRAN
Kotak Mahindra Bank Limited,KOTAKBANK
Kothari Sugars And Chemicals Limited,KOTARISUG
Kothari Petrochemicals Limited,KOTHARIPET
Kothari Products Limited,KOTHARIPRO
KPIT Technologies Limited,KPITTECH
K.P.R. Mill Limited,KPRMILL
KRBL Limited,KRBL
Krebs Biochemicals and Industries Limited,KREBSBIO
Kridhan Infra Limited,KRIDHANINF
Krishana Phoschem Limited,KRISHANA
Ksb Limited,KSB
Kaveri Seed Company Limited,KSCL
KSS Limited,KSERASERA
KSK Energy Ventures Limited,KSK
Kalyani Steels Limited,KSL
Kesar Terminals & Infrastructure Limited,KTIL
The Karnataka Bank Limited,KTKBANK
Kuantum Papers Limited,KUANTUM
kwality limited,KWALITY
L&T Finance Holdings Limited,L&TFH
Lakshmi Precision Screws Limited,LAKPRE
Lakshmi Vilas Bank Limited,LAKSHVILAS
Dr. Lal Path Labs Ltd.,LALPATHLAB
Lambodhara Textiles Limited,LAMBODHARA
La Opala RG Limited,LAOPALA
Lasa Supergenerics Limited,LASA
Laurus Labs Limited,LAURUSLABS
Lakshmi Machine Works Limited,LAXMIMACH
Lemon Tree Hotels Limited,LEMONTREE
Lakshmi Finance & Industrial Corporation Limited,LFIC
LG Balakrishnan & Bros Limited,LGBBROSLTD
LGB Forge Limited,LGBFORGE
Libas Designs Limited,LIBAS
Libas Designs Limited,LIBAS
Liberty Shoes Limited,LIBERTSHOE
LIC Housing Finance Limited,LICHSGFIN
Lincoln Pharmaceuticals Limited,LINCOLN
Linc Pen & Plastics Limited,LINCPEN
Linde India Limited,LINDEINDIA
Lokesh Machines Limited,LOKESHMACH
Lotus Eye Hospital and Institute Limited,LOTUSEYE
Lovable Lingerie Limited,LOVABLE
Landmark Property Development Company Limited,LPDC
Lloyds Steels Industries Limited,LSIL
Larsen & Toubro Limited,LT
Larsen & Toubro Infotech Limited,LTI
L&T Technology Services Limited,LTTS
Lumax Industries Limited,LUMAXIND
Lumax Auto Technologies Limited,LUMAXTECH
Lupin Limited,LUPIN
Lux Industries Limited,LUXIND
Lyka Labs Limited,LYKALABS
Lypsa Gems & Jewellery Limited,LYPSAGEMS
Mahindra & Mahindra Limited,M&M
Mahindra & Mahindra Financial Services Limited,M&MFIN
Maan Aluminium Limited,MAANALU
Madhav Marbles and Granites Limited,MADHAV
Madhucon Projects Limited,MADHUCON
Madras Fertilizers Limited,MADRASFERT
Magadh Sugar & Energy Limited,MAGADSUGAR
Magma Fincorp Limited,MAGMA
Magnum Ventures Limited,MAGNUM
Bank of Maharashtra,MAHABANK
Maha Rashtra Apex Corporation Limited,MAHAPEXLTD
Mahamaya Steel Industries Limited,MAHASTEEL
Maheshwari Logistics Limited,MAHESHWARI
Mahindra CIE Automotive Limited,MAHINDCIE
Mahindra Lifespace Developers Limited,MAHLIFE
Mahindra Logistics Limited,MAHLOG
Maharashtra Scooters Limited,MAHSCOOTER
Maharashtra Seamless Limited,MAHSEAMLES
Maithan Alloys Limited,MAITHANALL
Majesco Limited,MAJESCO
Malu Paper Mills Limited,MALUPAPER
Manaksia Aluminium Company Limited,MANAKALUCO
Manaksia Coated Metals & Industries Limited,MANAKCOAT
Manaksia Limited,MANAKSIA
Manaksia Steels Limited,MANAKSTEEL
Manali Petrochemicals Limited,MANALIPETC
Manappuram Finance Limited,MANAPPURAM
Mangalam Drugs And Organics Limited,MANGALAM
Mangalore Chemicals & Fertilizers Limited,MANGCHEFER
Mangalam Cement Limited,MANGLMCEM
Mangalam Timber Products Limited,MANGTIMBER
Man Industries (India) Limited,MANINDS
Man Infraconstruction Limited,MANINFRA
Manpasand Beverages Limited,MANPASAND
Manugraph India Limited,MANUGRAPH
Maral Overseas Limited,MARALOVER
Marathon Nextgen Realty Limited,MARATHON
Marico Limited,MARICO
Marksans Pharma Limited,MARKSANS
Maruti Suzuki India Limited,MARUTI
MAS Financial Services Limited,MASFIN
Mask Investments Limited,MASKINVEST
Mastek Limited,MASTEK
Matrimony.Com Limited,MATRIMONY
Mawana Sugars Limited,MAWANASUG
Max India Limited,MAXINDIA
Max Ventures and Industries Limited,MAXVIL
Mayur Uniquoters Ltd,MAYURUNIQ
Mazda Limited,MAZDA
Madhya Bharat Agro Products Limited,MBAPL
Mcnally Bharat Engineering Company Limited,MBECL
MBL Infrastructures Limited,MBLINFRA
McDowell Holdings Limited,MCDHOLDING
United Spirits Limited,MCDOWELL-N
Mcleod Russel India Limited,MCLEODRUSS
Multi Commodity Exchange of India Limited,MCX
Megasoft Limited,MEGASOFT
Meghmani Organics Limited,MEGH
Melstar Information Technologies Limited,MELSTAR
Menon Bearings Limited,MENONBE
MEP Infrastructure Developers Limited,MEP
Mercator Limited,MERCATOR
Metalyst Forgings Limited,METALFORGE
Metkore Alloys & Industries Limited,METKORE
Metropolis Healthcare Limited,METROPOLIS
Max Financial Services Limited,MFSL
Mahanagar Gas Limited,MGL
Mahindra Holidays & Resorts India Limited,MHRIL
MIC Electronics Limited,MIC
Mishra Dhatu Nigam Limited,MIDHANI
Minda Corporation Limited,MINDACORP
Minda Industries Limited,MINDAIND
Mindteck (India) Limited,MINDTECK
MindTree Limited,MINDTREE
MIRC Electronics Limited,MIRCELECTR
Mirza International Limited,MIRZAINT
MM Forgings Limited,MMFL
MMTC Limited,MMTC
Modi Rubber Limited,MODIRUBBER
Mohit Industries Limited,MOHITIND
Mohota Industries Limited,MOHOTAIND
MOIL Limited,MOIL
Mold-Tek Technologies Limited,MOLDTECH
Mold-Tek Packaging Limited,MOLDTKPAC
Monte Carlo Fashions Limited,MONTECARLO
Morarjee Textiles Limited,MORARJEE
Morepen Laboratories Limited,MOREPENLAB
Motherson Sumi Systems Limited,MOTHERSUMI
Motilal Oswal Financial Services Limited,MOTILALOFS
The Motor & General Finance Limited,MOTOGENFIN
MphasiS Limited,MPHASIS
MPS Limited,MPSLTD
MRF Limited,MRF
MRO-TEK Realty Limited,MRO-TEK
Mangalore Refinery and Petrochemicals Limited,MRPL
MSP Steel & Power Limited,MSPL
Mstc Limited,MSTCLTD
MT Educare Limited,MTEDUCARE
Mahanagar Telephone Nigam Limited,MTNL
Mukand Engineers Limited,MUKANDENGG
Mukand Limited,MUKANDLTD
Mukta Arts Limited,MUKTAARTS
Munjal Auto Industries Limited,MUNJALAU
Munjal Showa Limited,MUNJALSHOW
Murudeshwar Ceramics Limited,MURUDCERA
Muthoot Capital Services Limited,MUTHOOTCAP
Muthoot Finance Limited,MUTHOOTFIN
MVL Limited,MVL
NACL Industries Limited,NACLIND
Nagarjuna Fertilizers and Chemicals Limited,NAGAFERT
Nagarjuna Oil Refinery Limited,NAGAROIL
Nagreeka Capital & Infrastructure Limited,NAGREEKCAP
Nagreeka Exports Limited,NAGREEKEXP
Nahar Capital and Financial Services Limited,NAHARCAP
Nahar Industrial Enterprises Limited,NAHARINDUS
Nahar Poly Films Limited,NAHARPOLY
Nahar Spinning Mills Limited,NAHARSPING
Natco Pharma Limited,NATCOPHARM
Nath Bio-Genes (India) Limited,NATHBIOGEN
National Aluminium Company Limited,NATIONALUM
National Steel And Agro Industries Limited,NATNLSTEEL
Info Edge (India) Limited,NAUKRI
Navin Fluorine International Limited,NAVINFLUOR
Navkar Corporation Limited,NAVKARCORP
Navneet Education Limited,NAVNETEDUL
NBCC (India) Limited,NBCC
N. B. I. Industrial Finance Company Limited,NBIFIN
Nava Bharat Ventures Limited,NBVENTURES
NCC Limited,NCC
NCL Industries Limited,NCLIND
Naga Dhunseri Group Limited,NDGL
Nandan Denim Limited,NDL
New Delhi Television Limited,NDTV
North Eastern Carrying Corporation Limited,NECCLTD
Nectar Lifesciences Limited,NECLIFE
Nelcast Limited,NELCAST
NELCO Limited,NELCO
Neogen Chemicals Limited,NEOGEN
Nesco Limited,NESCO
Nestle India Limited,NESTLEIND
Network18 Media & Investments Limited,NETWORK18
Neuland Laboratories Limited,NEULANDLAB
Newgen Software Technologies Limited,NEWGEN
Next Mediaworks Limited,NEXTMEDIA
National Fertilizers Limited,NFL
Narayana Hrudayalaya Ltd.,NH
NHPC Limited,NHPC
The New India Assurance Company Limited,NIACL
NRB Industrial Bearings Limited,NIBL
NIIT Limited,NIITLTD
NIIT Technologies Limited,NIITTECH
Nila Infrastructures Limited,NILAINFRA
Nila Spaces Limited,NILASPACES
Nilkamal Limited,NILKAMAL
Indo-National Limited,NIPPOBATRY
Niraj Ispat Industries Limited,NIRAJISPAT
Nitco Limited,NITCO
Nitin Fire Protection Industries Limited,NITINFIRE
Nitin Spinners Limited,NITINSPIN
NK Industries Limited,NKIND
NLC India Limited,NLCINDIA
NMDC Limited,NMDC
NOCIL Limited,NOCIL
Noida Toll Bridge Company Limited,NOIDATOLL
Norben Tea & Exports Limited,NORBTEAEXP
N R Agarwal Industries Limited,NRAIL
NRB Bearing Limited,NRBBEARING
Nalwa Sons Investments Limited,NSIL
Neueon Towers Limited,NTL
NTPC Limited,NTPC
Nucleus Software Exports Limited,NUCLEUS
NXTDIGITAL LIMITED,NXTDIGITAL
Oriental Aromatics Limited,OAL
Oberoi Realty Limited,OBEROIRLTY
Oriental Carbon & Chemicals Limited,OCCL
Oracle Financial Services Software Limited,OFSS
Oil India Limited,OIL
Oil Country Tubular Limited,OILCOUNTUB
OCL Iron and Steel Limited,OISL
Olectra Greentech Limited,OLECTRA
Omax Autos Limited,OMAXAUTO
Omaxe Limited,OMAXE
Omkar Speciality Chemicals Limited,OMKARCHEM
OM Metals Infraprojects Limited,OMMETALS
Onelife Capital Advisors Limited,ONELIFECAP
One Point One Solutions Limited,ONEPOINT
Oil & Natural Gas Corporation Limited,ONGC
OnMobile Global Limited,ONMOBILE
Onward Technologies Limited,ONWARDTEC
Optiemus Infracom Limited,OPTIEMUS
Opto Circuits (India) Limited,OPTOCIRCUI
Orbit Exports Limited,ORBTEXP
Oricon Enterprises Limited,ORICONENT
Orient Abrasives Limited,ORIENTABRA
Oriental Trimex Limited,ORIENTALTL
Oriental Bank of Commerce,ORIENTBANK
Orient Bell Limited,ORIENTBELL
Orient Cement Limited,ORIENTCEM
Orient Electric Limited,ORIENTELEC
Oriental Hotels Limited,ORIENTHOT
Orient Press Limited,ORIENTLTD
Orient Paper & Industries Limited,ORIENTPPR
Orient Refractories Limited,ORIENTREF
The Orissa Minerals Development Company Limited,ORISSAMINE
Ortel Communications Limited,ORTEL
Ortin Laboratories Limited,ORTINLABSS
Oswal Agro Mills Limited,OSWALAGRO
PAE Limited,PAEL
Page Industries Limited,PAGEIND
Paisalo Digital Limited,PAISALO
Palash Securities Limited,PALASHSECU
Palred Technologies Limited,PALREDTEC
Panacea Biotec Limited,PANACEABIO
Panama Petrochem Limited,PANAMAPET
Huhtamaki PPL Limited,PAPERPROD
Parabolic Drugs Limited,PARABDRUGS
Paramount Communications Limited,PARACABLES
Parag Milk Foods Limited,PARAGMILK
Parsvnath Developers Limited,PARSVNATH
Patel Engineering Limited,PATELENG
Patel Integrated Logistics Limited,PATINTLOG
Patspin India Limited,PATSPINLTD
PC Jeweller Limited,PCJEWELLER
Pudumjee Paper Products Limited,PDMJEPAPER
Parenteral Drugs (India) Limited,PDPL
PDS Multinational Fashions Limited,PDSMFL
Pearl Polymers Limited,PEARLPOLY
Piramal Enterprises Limited,PEL
Pennar Industries Limited,PENIND
Peninsula Land Limited,PENINLAND
Persistent Systems Limited,PERSISTENT
Petron Engineering Construction Limited,PETRONENGG
Petronet LNG Limited,PETRONET
Power Finance Corporation Limited,PFC
Pfizer Limited,PFIZER
Prime Focus Limited,PFOCUS
PTC India Financial Services Limited,PFS
PG Electroplast Limited,PGEL
Procter & Gamble Hygiene and Health Care Limited,PGHH
Procter & Gamble Health Limited,PGHL
Pearl Global Industries Limited,PGIL
Phillips Carbon Black Limited,PHILIPCARB
The Phoenix Mills Limited,PHOENIXLTD
Pidilite Industries Limited,PIDILITIND
PI Industries Limited,PIIND
Pilani Investment and Industries Corporation Limited,PILANIINVS
PIL ITALICA LIFESTYLE LIMITED,PILITA
Pioneer Distilleries Limited,PIONDIST
Pioneer Embroideries Limited,PIONEEREMB
Piramal Phytocare Limited,PIRPHYTO
Pitti Engineering Limited,PITTIENG
The Peria Karamalai Tea & Produce Company Limited,PKTEA
Plastiblends India Limited,PLASTIBLEN
Punjab National Bank,PNB
PNB Gilts Limited,PNBGILTS
PNB Housing Finance Limited,PNBHOUSING
Pritish Nandy Communications Limited,PNC
PNC Infratech Limited,PNCINFRA
Poddar Housing and Development Limited,PODDARHOUS
Poddar Pigments Limited,PODDARMENT
Pokarna Limited,POKARNA
Polycab India Limited,POLYCAB
Poly Medicure Limited,POLYMED
Polyplex Corporation Limited,POLYPLEX
Ponni Sugars (Erode) Limited,PONNIERODE
Power Grid Corporation of India Limited,POWERGRID
Power Mech Projects Limited,POWERMECH
PPAP Automotive Limited,PPAP
Prakash Pipes Limited,PPL
Prabhat Dairy Limited,PRABHAT
Pradip Overseas Limited,PRADIP
Prajay Engineers Syndicate Limited,PRAENG
Praj Industries Limited,PRAJIND
Prakash Industries Limited,PRAKASH
Prakash Steelage Limited,PRAKASHSTL
Praxis Home Retail Limited,PRAXIS
Precision Camshafts Limited,PRECAM
Precot Meridian Limited,PRECOT
Precision Wires India Limited,PRECWIRE
Premier Explosives Limited,PREMEXPLN
Premier Limited,PREMIER
Premier Polyfilm Limited,PREMIERPOL
Pressman Advertising Limited,PRESSMN
Prestige Estates Projects Limited,PRESTIGE
Pricol Limited,PRICOLLTD
Prime Securities Limited,PRIMESECU
Proseed India Limited,PROSEED
Provogue (India) Limited,PROVOGE
Prozone Intu Properties Limited,PROZONINTU
Prism Johnson Limited,PRSMJOHNSN
Punjab & Sind Bank,PSB
PSL Limited,PSL
PSP Projects Limited,PSPPROJECT
PTC India Limited,PTC
PTL Enterprises Limited,PTL
Punjab Chemicals & Crop Protection Limited,PUNJABCHEM
Punj Lloyd Limited,PUNJLLOYD
Puravankara Limited,PURVA
PVR Limited,PVR
Quess Corp Limited,QUESS
Quick Heal Technologies Limited,QUICKHEAL
Radaan Mediaworks India Limited,RADAAN
Radico Khaitan Limited,RADICO
Music Broadcast Limited,RADIOCITY
Rain Industries Limited,RAIN
Rajesh Exports Limited,RAJESHEXPO
Raj Rayon Industries Limited,RAJRAYON
Rajshree Sugars & Chemicals Limited,RAJSREESUG
Raj Television Network Limited,RAJTV
Rajvir Industries Limited,RAJVIR
Rallis India Limited,RALLIS
Shree Rama Newsprint Limited,RAMANEWS
Rama Steel Tubes Limited,RAMASTEEL
The Ramco Cements Limited,RAMCOCEM
Ramco Industries Limited,RAMCOIND
Ramco Systems Limited,RAMCOSYS
Ramky Infrastructure Limited,RAMKY
Ramsarup Industries Limited,RAMSARUP
Rana Sugars Limited,RANASUG
Rane Engine Valve Limited,RANEENGINE
Rane Holdings Limited,RANEHOLDIN
Ratnamani Metals & Tubes Limited,RATNAMANI
Raymond Limited,RAYMOND
Rane Brake Lining Limited,RBL
RBL Bank Limited,RBLBANK
Rashtriya Chemicals and Fertilizers Limited,RCF
Reliance Communications Limited,RCOM
REC Limited,RECLTD
Redington (India) Limited,REDINGTON
Refex Industries Limited,REFEX
Regency Ceramics Limited,REGENCERAM
Relaxo Footwears Limited,RELAXO
Reliance Capital Limited,RELCAPITAL
Reliance Industries Limited,RELIANCE
Religare Enterprises Limited,RELIGARE
Reliance Infrastructure Limited,RELINFRA
Remsons Industries Limited,REMSONSIND
Shree Renuka Sugars Limited,RENUKA
Repco Home Finance Limited,REPCOHOME
Repro India Limited,REPRO
Responsive Industries Limited,RESPONIND
Revathi Equipment Limited,REVATHI
Renaissance Global Limited,RGL
Reliance Home Finance Limited,RHFL
Rico Auto Industries Limited,RICOAUTO
Reliance Industrial Infrastructure Limited,RIIL
RITES Limited,RITES
Ravi Kumar Distilleries Limited,RKDL
Ramkrishna Forgings Limited,RKFORGE
Radha Madhav Corporation Limited,RMCL
Rane (Madras) Limited,RML
Reliance Nippon Life Asset Management Limited,RNAM
Reliance Naval and Engineering Limited,RNAVAL
Rohit Ferro-Tech Limited,ROHITFERRO
Royal Orchid Hotels Limited,ROHLTD
Rollatainers Limited,ROLLT
Rolta India Limited,ROLTA
Rossell India Limited,ROSSELLIND
RPG Life Sciences Limited,RPGLIFE
Reliance Power Limited,RPOWER
R.P.P. Infra Projects Limited,RPPINFRA
R. S. Software (India) Limited,RSSOFTWARE
RSWM Limited,RSWM
R Systems International Limited,RSYSTEMS
RattanIndia Infrastructure Limited,RTNINFRA
RattanIndia Power Limited,RTNPOWER
The Ruby Mills Limited,RUBYMILLS
Ruchi Infrastructure Limited,RUCHINFRA
Ruchira Papers Limited,RUCHIRA
Ruchi Soya Industries Limited,RUCHISOYA
Rupa & Company Limited,RUPA
Rushil Decor Limited,RUSHIL
Rail Vikas Nigam Limited,RVNL
Sab Events & Governance Now Media Limited,SABEVENTS
Sri Adhikari Brothers Television Network Limited,SABTN
Sadbhav Engineering Limited,SADBHAV
Sadbhav Infrastructure Project Limited,SADBHIN
Safari Industries (India) Limited,SAFARI
Sagardeep Alloys Limited,SAGARDEEP
Sagar Cements Limited,SAGCEM
Steel Authority of India Limited,SAIL
Sakar Healthcare Limited,SAKAR
Sakthi Sugars Limited,SAKHTISUG
Saksoft Limited,SAKSOFT
Sakuma Exports Limited,SAKUMA
Salasar Techno Engineering Limited,SALASAR
Salona Cotspin Limited,SALONA
S.A.L. Steel Limited,SALSTEEL
Salzer Electronics Limited,SALZERELEC
Sambhaav Media Limited,SAMBHAAV
Sanco Industries Limited,SANCO
The Sandesh Limited,SANDESH
Sandhar Technologies Limited,SANDHAR
Sangam (India) Limited,SANGAMIND
Sanghi Industries Limited,SANGHIIND
Sanghvi Forging and Engineering Limited,SANGHVIFOR
Sanghvi Movers Limited,SANGHVIMOV
Sanginita Chemicals Limited,SANGINITA
Sanofi India Limited,SANOFI
Sanwaria Consumer Limited,SANWARIA
Sarda Energy & Minerals Limited,SARDAEN
Saregama India Limited,SAREGAMA
Sarla Performance Fibers Limited,SARLAPOLY
Sasken Technologies Limited,SASKEN
Sastasundar Ventures Limited,SASTASUNDR
Sathavahana Ispat Limited,SATHAISPAT
Satia Industries Limited,SATIA
Satin Creditcare Network Limited,SATIN
SBI Life Insurance Company Limited,SBILIFE
State Bank of India,SBIN
Stampede Capital Limited,SCAPDVR
Schaeffler India Limited,SCHAEFFLER
S Chand And Company Limited,SCHAND
Schneider Electric Infrastructure Limited,SCHNEIDER
Shipping Corporation Of India Limited,SCI
Som Distilleries & Breweries Limited,SDBL
Seamec Limited,SEAMECLTD
Selan Exploration Technology Limited,SELAN
SEL Manufacturing Company Limited,SELMCL
S.E. Power Limited,SEPOWER
Sequent Scientific Limited,SEQUENT
Seshasayee Paper and Boards Limited,SESHAPAPER
Setco Automotive Limited,SETCO
Setubandhan Infrastructure Limited,SETUINFRA
Seya Industries Limited,SEYAIND
Sezal Glass Limited,SEZAL
Sheela Foam Limited,SFL
STL Global Limited,SGL
Shah Alloys Limited,SHAHALLOYS
Shakti Pumps (India) Limited,SHAKTIPUMP
Shalby Limited,SHALBY
Shalimar Paints Limited,SHALPAINTS
Shankara Building Products Limited,SHANKARA
Shanthi Gears Limited,SHANTIGEAR
Sharda Cropchem Limited,SHARDACROP
Sharda Motor Industries Limited,SHARDAMOTR
Shemaroo Entertainment Limited,SHEMAROO
Shilpa Medicare Limited,SHILPAMED
Shirpur Gold Refinery Limited,SHIRPUR-G
Shivam Autotech Limited,SHIVAMAUTO
Shiva Mills Limited,SHIVAMILLS
Shiva Texyarn Limited,SHIVATEX
S H Kelkar and Company Limited,SHK
Shoppers Stop Limited,SHOPERSTOP
Shree Digvijay Cement Co.Ltd,SHREDIGCEM
SHREE CEMENT LIMITED,SHREECEM
Shree Pushkar Chemicals & Fertilisers Limited,SHREEPUSHK
Shree Rama Multi-Tech Limited,SHREERAMA
Shrenik Limited,SHRENIK
Shreyans Industries Limited,SHREYANIND
Shreyas Shipping & Logistics Limited,SHREYAS
Shriram Pistons & Rings Limited,SHRIPISTON
Shriram City Union Finance Limited,SHRIRAMCIT
Shriram EPC Limited,SHRIRAMEPC
Shyam Century Ferrous Limited,SHYAMCENT
Shyam Telecom Limited,SHYAMTEL
Sicagen India Limited,SICAGEN
Sical Logistics Limited,SICAL
Siemens Limited,SIEMENS
Signet Industries Limited,SIGIND
Standard Industries Limited,SIL
SIL Investments Limited,SILINV
Simbhaoli Sugars Limited,SIMBHALS
Simplex Infrastructures Limited,SIMPLEXINF
Sintex Industries Limited,SINTEX
Sirca Paints India Limited,SIRCA
Security and Intelligence Services (India) Limited,SIS
Siti Networks Limited,SITINET
Siyaram Silk Mills Limited,SIYSIL
SJVN Limited,SJVN
SKF India Limited,SKFINDIA
SKIL Infrastructure Limited,SKIL
Skipper Limited,SKIPPER
SKM Egg Products Export (India) Limited,SKMEGGPROD
Smartlink Holdings Limited,SMARTLINK
SML Isuzu Limited,SMLISUZU
Splendid Metal Products Limited,SMPL
SMS Lifesciences India Limited,SMSLIFE
SMS Pharmaceuticals Limited,SMSPHARMA
Snowman Logistics Limited,SNOWMAN
Sobha Limited,SOBHA
Solara Active Pharma Sciences Limited,SOLARA
Solar Industries India Limited,SOLARINDS
Somany Ceramics Limited,SOMANYCERA
Soma Textiles & Industries Limited,SOMATEX
Somi Conveyor Beltings Limited,SOMICONVEY
Sonata Software Limited,SONATSOFTW
SORIL Infra Resources Limited,SORILINFRA
Savita Oil Technologies Limited,SOTL
The South Indian Bank Limited,SOUTHBANK
South West Pinnacle Exploration Limited,SOUTHWEST
S. P. Apparels Limited,SPAL
Spandana Sphoorty Financial Limited,SPANDANA
Sun Pharma Advanced Research Company Limited,SPARC
Spacenet Enterprises India Limited,SPCENET
Speciality Restaurants Limited,SPECIALITY
Spencer’s Retail Limited,SPENCERS
Spentex Industries Limited,SPENTEX
Southern Petrochemicals Industries Corporation  Limited,SPIC
SPICEJET LTD,SPICEJET
SPL Industries Limited,SPLIL
SPML Infra Limited,SPMLINFRA
Sintex Plastics Technology Limited,SPTL
Shekhawati Poly-Yarn Limited,SPYL
Sreeleathers Limited,SREEL
SREI Infrastructure Finance Limited,SREINFRA
SRF Limited,SRF
Sree Rayalaseema Hi-Strength Hypo Limited,SRHHYPOLTD
Srikalahasthi Pipes Limited,SRIPIPES
Shriram Transport Finance Company Limited,SRTRANSFIN
Steel Strips Wheels Limited,SSWL
Stampede Capital Limited,STAMPEDE
Strides Pharma Science Limited,STAR
Star Cement Limited,STARCEMENT
Star Paper Mills Limited,STARPAPER
The State Trading Corporation of India Limited,STCINDIA
Steel City Securities Limited,STEELCITY
STEEL EXCHANGE INDIA LIMITED,STEELXIND
Stel Holdings Limited,STEL
Sterling Tools Limited,STERTOOLS
STI India Limited,STINDIA
Sterlite Technologies Limited,STRTECH
International Constructions Limited,SUBCAPCITY
Subex Limited,SUBEX
Subros Limited,SUBROS
Sudarshan Chemical Industries Limited,SUDARSCHEM
Sujana Universal Industries Limited,SUJANAUNI
Sumeet Industries Limited,SUMEETINDS
Sumit Woods Limited,SUMIT
Summit Securities Limited,SUMMITSEC
Sundaram Clayton Limited,SUNCLAYLTD
